20120301;4;1538;183;24808;24838;375324;2400;8320;364604;765690781;766066105
20120302;4;1539;183;24841;24872;352529;;17061;335468;766066105;766418634
20120303;4;1540;183;24875;24909;521976;;16560;505416;766418634;766940610
20120305;4;1541;183;24912;24939;363456;;9518;353938;766940610;767304066
20120306;4;1542;183;24942;24982;468983;;20938;448045;767304066;767773049
20120307;4;1543;183;24985;25024;319601;;13214;306387;767773049;768092650
20120308;4;1544;183;25027;25063;385525;;17576;367949;768092650;768478175
20120309;4;1545;184;25066;25094;343015;16490;9742;316783;768478175;768821190
20120310;4;1546;184;25097;25145;559720;;22371;537349;768821190;769380910
20120312;4;1547;184;25148;25170;277830;;15932;261898;769380910;769658740
20120313;4;1548;184;25173;25193;162991;;13216;149775;769658740;769821731
20120314;4;1549;184;25196;25226;280730;;16849;263881;769821731;770102461
20120315;4;1550;185;25229;25254;259810;11275;15508;233027;770102461;770362271
20120316;4;1551;185;25257;25283;245916;;12568;233348;770362271;770608187
20120317;4;1552;185;25286;25329;429029;;28288;400741;770608187;771037216
20120319;4;1553;185;25332;25357;365720;;10843;354877;771037216;771402936
20120320;4;1554;185;25360;25385;213619;;14721;198898;771402936;771616555
20120321;4;1555;185;25388;25408;221654;;11664;209990;771616555;771838209
20120322;4;1556;185;25411;25441;286616;;12653;273963;771838209;772124825
20120323;4;1557;185;25444;25468;313844;;26766;287078;772124825;772438669
20120324;4;1558;186;25471;25513;464025;9150;35376;419499;772438669;772902694
20120326;4;1559;186;25516;25536;345594;;18994;326600;772902694;773248288
20120327;4;1560;186;25539;25568;356518;;30296;326222;773248288;773604806
20120328;4;1561;187;25571;25617;651402;11750;31111;608541;773604806;774256208
20120329;4;1562;188;25620;25655;463894;54170;34425;375299;774256208;774720102
20120330;4;1563;188;25658;25701;589432;;31746;557686;774720102;775309534
20120331;4;1564;189;25704;25745;696982;17570;18061;661351;775309534;776006516
